瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),浅加(m/s),浅氢(16规困),嚼档(%),泅瘤扁拘(hPa),秦搁扁拘(hPa),老炼(hr),老荤(MJ/m2),利汲(cm),傈款樊(10盒困),瘤搁惑怕(瘤搁惑怕内靛),瘤搁柯档(∑C)
156,堡林,2020-01-05 03:00,.9,,.6,20,92,1020.2,1029.4,,,,0,,-1.5
156,堡林,2020-01-05 04:00,.1,,.4,0,94,1020.4,1029.6,,,,0,,-1.9
156,堡林,2020-01-05 05:00,-.9,,.1,0,94,1020.6,1029.9,,,,0,,-2.3
156,堡林,2020-01-05 06:00,-1.4,,.6,250,95,1021,1030.3,,,,0,,-2.7
156,堡林,2020-01-05 07:00,-1.5,,0,0,95,1021.6,1030.9,,,,0,,-3
156,堡林,2020-01-05 08:00,-1.5,,0,0,94,1021.8,1031.1,0,.06,,0,,-3.1
156,堡林,2020-01-05 09:00,0,,0,0,87,1022.2,1031.5,.8,.64,,0,,-1.9
156,堡林,2020-01-05 10:00,1.6,,1.2,250,77,1022.9,1032.1,1,1.26,,0,,0
156,堡林,2020-01-05 11:00,6.2,,2.6,50,34,1022.3,1031.3,1,1.64,,0,,2.8
156,堡林,2020-01-05 12:00,7.6,,1.8,50,30,1021.3,1030.3,1,2.01,,0,,7.5
156,堡林,2020-01-05 13:00,9.1,,1.4,20,24,1020.6,1029.5,1,2.16,,0,,11.5
156,堡林,2020-01-05 14:00,10.2,,1.3,50,19,1020.1,1029,1,1.87,,0,,12.8
156,堡林,2020-01-05 15:00,10.7,,1.3,20,17,1020,1028.9,.7,1.33,,7,,12.8
156,堡林,2020-01-05 16:00,10.3,,.6,90,17,1020.2,1029.1,1,1.28,,8,,9.2
156,堡林,2020-01-05 17:00,9.5,,.4,0,23,1020.5,1029.4,.2,.39,,6,,5.9
156,堡林,2020-01-05 18:00,8.8,,.4,0,27,1021.1,1030,0,.08,,4,,3.4
156,堡林,2020-01-05 19:00,8,,.4,0,31,1021.1,1030.1,,,,10,,3.3
156,堡林,2020-01-05 20:00,6.9,,.9,160,35,1020.8,1029.8,,,,10,,2.7
156,堡林,2020-01-05 21:00,6.4,,.8,180,37,1020.8,1029.8,,,,6,,1.9
156,堡林,2020-01-05 22:00,6.4,,.3,0,41,1020.9,1029.9,,,,10,,2.7
156,堡林,2020-01-05 23:00,6.3,,0,0,45,1020.8,1029.8,,,,10,,2.9
156,堡林,2020-01-06 00:00,5.9,,.5,50,48,1020.4,1029.4,,,,6,,3
156,堡林,2020-01-06 01:00,6.1,,.4,0,45,1019.8,1028.8,,,,9,,3.2
156,堡林,2020-01-06 02:00,5.5,,.4,0,50,1020,1029,,,,10,,3.3
156,堡林,2020-01-06 03:00,5.6,,.8,270,44,1019.5,1028.5,,,,10,,3.3
156,堡林,2020-01-06 04:00,5.5,,1,50,45,1020.1,1029.1,,,,10,,3.3
156,堡林,2020-01-06 05:00,5.9,,.2,0,45,1019.1,1028.1,,,,10,,3.4
156,堡林,2020-01-06 06:00,5.8,0,1.7,50,51,1018.6,1027.6,,,,10,,3.6
156,堡林,2020-01-06 07:00,6.4,,.9,360,51,1019.1,1028.1,,,,10,,3.8
156,堡林,2020-01-06 08:00,5.3,,1.8,50,66,1019.1,1028.1,0,.05,,10,,3.9
156,堡林,2020-01-06 09:00,5,.2,.8,50,80,1019,1028.1,0,.09,,10,,4.5
156,堡林,2020-01-06 10:00,5.4,,1.3,50,91,1017.9,1026.9,0,.21,,10,,5.5
156,堡林,2020-01-06 11:00,6.3,,1.2,20,93,1017.2,1026.2,0,.22,,10,,6.3
156,堡林,2020-01-06 12:00,6.5,.7,1.2,20,95,1016.6,1025.6,0,.2,,10,,6.7
156,堡林,2020-01-06 13:00,7.3,,1.5,50,95,1015.7,1024.6,0,.27,,10,,7.2
156,堡林,2020-01-06 14:00,7.6,,.7,290,96,1014.8,1023.7,0,.21,,10,,7.6
156,堡林,2020-01-06 15:00,8.2,1.6,.7,360,96,1013.9,1022.8,0,.15,,10,,7.5
156,堡林,2020-01-06 16:00,7.8,,1.1,360,97,1013.8,1022.7,0,.13,,10,,7.4
156,堡林,2020-01-06 17:00,7.9,,.5,340,98,1013.1,1022,0,.1,,10,,7.3
156,堡林,2020-01-06 18:00,8.1,3.1,1.1,320,97,1012.9,1021.8,0,.05,,10,,7.2
156,堡林,2020-01-06 19:00,8.4,,1,360,97,1013,1021.9,,,,10,,7.3
156,堡林,2020-01-06 20:00,8.2,,.2,0,97,1012.8,1021.7,,,,10,,7.3
156,堡林,2020-01-06 21:00,8.4,4,.8,20,98,1012,1020.9,,,,10,,7.4
156,堡林,2020-01-06 22:00,8.6,,1,20,98,1011.5,1020.3,,,,10,,7.6
156,堡林,2020-01-06 23:00,8.7,,1,20,98,1011,1019.8,,,,10,,7.7
156,堡林,2020-01-07 00:00,8.8,5.9,.2,0,98,1010.5,1019.3,,,,10,,7.8
156,堡林,2020-01-07 01:00,8.7,,0,0,99,1009.8,1018.6,,,,10,,7.8
156,堡林,2020-01-07 02:00,8.8,,.1,0,99,1009,1017.8,,,,10,,7.9
156,堡林,2020-01-07 03:00,8.9,4.5,0,0,99,1008.2,1017,,,,10,,8
156,堡林,2020-01-07 04:00,9,,0,0,99,1007.6,1016.4,,,,10,,8.1
156,堡林,2020-01-07 05:00,9.5,,.1,0,99,1006.8,1015.6,,,,10,,8.3
156,堡林,2020-01-07 06:00,9.5,3.9,.3,0,99,1006.7,1015.5,,,,10,,8.5
156,堡林,2020-01-07 07:00,9.8,,.2,0,99,1006.7,1015.5,,,,10,,8.8
156,堡林,2020-01-07 08:00,10.3,,0,0,99,1006.5,1015.3,0,.06,,10,,9.1
156,堡林,2020-01-07 09:00,12.3,5.8,.8,250,99,1006.5,1015.2,0,.07,,10,,9.9
156,堡林,2020-01-07 10:00,13,,1.7,230,99,1006.4,1015.1,0,.09,,10,,10.7
156,堡林,2020-01-07 11:00,15.1,,3,230,99,1005.5,1014.1,0,.11,,10,,12.2
156,堡林,2020-01-07 12:00,15.3,5.5,1.5,230,99,1004.4,1013,0,.16,,10,,13.1
156,堡林,2020-01-07 13:00,15.9,,2.8,200,99,1003.1,1011.6,0,.25,,10,,14.2
156,堡林,2020-01-07 14:00,16.2,,4,200,99,1002.4,1010.9,0,.21,,10,,14.1
156,堡林,2020-01-07 15:00,16.1,1.8,3.7,200,98,1001.5,1010,0,.19,,10,,14.3
156,堡林,2020-01-07 16:00,16.3,,2.8,160,98,1000.3,1008.8,0,.16,,10,,14.2
156,堡林,2020-01-07 17:00,17,,3.2,200,96,999.2,1007.7,0,.09,,10,,13.8
156,堡林,2020-01-07 18:00,17.6,.5,4.6,180,94,997.8,1006.2,0,.06,,10,,14
156,堡林,2020-01-07 19:00,16.7,,5.9,200,98,996.4,1004.8,,,,10,,14.5
156,堡林,2020-01-07 20:00,15.3,,6.2,230,97,997.6,1006.1,,,,10,,13.8
156,堡林,2020-01-07 21:00,14.3,7.6,4.3,200,97,997,1005.5,,,,10,,12.9
156,堡林,2020-01-07 22:00,13.3,,5.3,200,98,996.1,1004.7,,,,10,,12.5
156,堡林,2020-01-07 23:00,11.4,,5.6,230,95,996.9,1005.5,,,,10,,11.2
156,堡林,2020-01-08 00:00,10.5,2.4,6.8,250,96,997.6,1006.3,,,,10,,10.2
156,堡林,2020-01-08 01:00,8.7,,5.6,250,95,998.9,1007.6,,,,10,,8.9
156,堡林,2020-01-08 02:00,7.9,,4.8,250,96,1000.1,1008.9,,,,10,,8.3
156,堡林,2020-01-08 03:00,6.8,1.3,6.7,250,95,1001.3,1010.1,,,,10,,7.4
156,堡林,2020-01-08 04:00,6.1,,5.7,250,95,1002.1,1011,,,,10,,6.8
156,堡林,2020-01-08 05:00,5.6,,4.8,250,96,1002.9,1011.8,,,,10,,6.4
156,堡林,2020-01-08 06:00,5.7,1.3,2.3,270,95,1003.6,1012.5,,,,10,,6.2
156,堡林,2020-01-08 07:00,5.6,,4.3,250,94,1004.6,1013.5,,,,10,,5.9
156,堡林,2020-01-08 08:00,5.8,,3.5,250,84,1005.9,1014.8,0,.05,,10,,5.5
156,堡林,2020-01-08 09:00,5.7,.2,2.6,270,78,1007.3,1016.2,0,.08,,10,,5.3
156,堡林,2020-01-08 10:00,5.2,,2.9,270,81,1008.7,1017.7,0,.12,,10,,5.2
156,堡林,2020-01-08 11:00,4.8,,2.3,270,82,1009.4,1018.4,0,.14,,10,,5.2
156,堡林,2020-01-08 12:00,4.7,0,2.6,270,80,1009.6,1018.6,0,.15,,10,,5
156,堡林,2020-01-08 13:00,4.5,,1.8,270,84,1009.7,1018.7,0,.14,,10,,5.1
156,堡林,2020-01-08 14:00,4.3,,1.1,290,90,1010,1019,0,.12,,10,,5.2
156,堡林,2020-01-08 15:00,4.4,0,1.6,320,91,1010.2,1019.2,0,.14,,10,,5.2
156,堡林,2020-01-08 16:00,4.5,,1.9,290,88,1011.1,1020.1,0,.1,,10,,5
156,堡林,2020-01-08 17:00,4.4,,1.4,290,91,1012.3,1021.3,0,.08,,10,,4.8
156,堡林,2020-01-08 18:00,4.3,0,1.7,290,90,1013,1022,0,.06,,10,,4.5
156,堡林,2020-01-08 19:00,4.3,,1.4,320,86,1013.8,1022.8,,,,10,,4.3
156,堡林,2020-01-08 20:00,4.4,,1.7,290,84,1014.1,1023.1,,,,10,,4.2
156,堡林,2020-01-08 21:00,4.3,0,1.9,320,75,1014.6,1023.6,,,,10,,3.9
156,堡林,2020-01-08 22:00,4.3,,1.4,360,71,1015,1024,,,,9,,3.6
156,堡林,2020-01-08 23:00,4.1,,1.4,360,70,1014.8,1023.8,,,,10,,3.4
156,堡林,2020-01-09 00:00,4.1,,1.7,360,67,1014.8,1023.8,,,,9,,3
156,堡林,2020-01-09 01:00,4,,2,20,68,1014.5,1023.5,,,,10,,3
156,堡林,2020-01-09 02:00,3.8,,1.7,360,68,1014.5,1023.5,,,,9,,2
156,堡林,2020-01-09 03:00,3.6,,1.2,320,65,1014.8,1023.9,,,,10,,1.8
156,堡林,2020-01-09 04:00,3.6,,1,340,68,1014.7,1023.8,,,,9,,2
156,堡林,2020-01-09 05:00,3.4,,1.1,320,68,1014.7,1023.8,,,,10,,1.7
156,堡林,2020-01-09 06:00,3.2,,1.5,20,69,1015,1024.1,,,,10,,1.1
156,堡林,2020-01-09 07:00,2.9,,2,360,64,1015.2,1024.3,,,,10,,-.1
156,堡林,2020-01-09 08:00,2.7,,2.1,20,66,1015.3,1024.4,0,.06,,7,,-.1
156,堡林,2020-01-09 09:00,2.6,,1.7,50,70,1015.6,1024.7,.2,.24,,6,,1
156,堡林,2020-01-09 10:00,4.1,,2.1,50,59,1016.1,1025.1,1,.93,,5,,5
156,堡林,2020-01-09 11:00,4.5,,2.4,360,58,1016,1025,1,1.51,,6,,8.7
156,堡林,2020-01-09 12:00,5,,2,20,56,1015.1,1024.1,1,1.69,,6,,10.6
156,堡林,2020-01-09 13:00,5.3,,2,340,56,1014.7,1023.7,1,1.61,,7,,11.9
156,堡林,2020-01-09 14:00,5.8,,1.2,340,53,1014.2,1023.2,1,1.65,,8,,11.9
156,堡林,2020-01-09 15:00,5.7,,1.9,340,52,1014.4,1023.4,1,1.28,,7,,10.5
156,堡林,2020-01-09 16:00,5.2,,1.8,20,57,1014.5,1023.5,.6,.77,,7,,7
156,堡林,2020-01-09 17:00,4.5,,1.4,20,55,1014.7,1023.7,0,.38,,5,,4
156,堡林,2020-01-09 18:00,3.6,,1.2,20,60,1015.1,1024.2,0,.09,,7,,1.9
156,堡林,2020-01-09 19:00,3,,1.7,20,65,1015.5,1024.6,,,,8,,1.1
156,堡林,2020-01-09 20:00,2.1,,2.1,50,70,1015.9,1025,,,,5,,.4
156,堡林,2020-01-09 21:00,1.2,,2,50,75,1016.1,1025.3,,,,7,,-.5
156,堡林,2020-01-09 22:00,1.3,,1.7,50,77,1016.3,1025.5,,,,9,,0
156,堡林,2020-01-09 23:00,.8,,1.3,50,78,1016.1,1025.3,,,,2,,0
156,堡林,2020-01-10 00:00,.6,,1.5,50,82,1016,1025.2,,,,0,,-.4
156,堡林,2020-01-10 01:00,.2,,1.4,20,82,1015.9,1025.1,,,,0,,-.8
156,堡林,2020-01-10 02:00,.2,,1.5,20,84,1015.7,1024.9,,,,0,,-1.2
156,堡林,2020-01-10 03:00,-.3,,1.9,20,86,1015.7,1024.9,,,,0,,-1.6
156,堡林,2020-01-10 04:00,-.7,,1.4,20,87,1015.2,1024.4,,,,0,,-1.9
156,堡林,2020-01-10 05:00,-1.3,,.4,0,89,1015.3,1024.5,,,,0,,-2.3
156,堡林,2020-01-10 06:00,-1,,.6,20,88,1015.2,1024.4,,,,0,,-2.6
156,堡林,2020-01-10 07:00,-1.2,,.3,0,90,1015.6,1024.8,,,,0,,-2.8
156,堡林,2020-01-10 08:00,-.9,,1,290,88,1015.8,1025,0,.07,,0,,-2.8
156,堡林,2020-01-10 09:00,.2,,.7,50,83,1016.3,1025.5,.7,.41,,8,,-.5
156,堡林,2020-01-10 10:00,1.8,,2,50,59,1016.3,1025.4,.5,.93,,8,,.6
156,堡林,2020-01-10 11:00,3.6,,2.8,50,48,1015.7,1024.8,1,1.65,,0,,3
156,堡林,2020-01-10 12:00,5.7,,2.3,70,37,1014,1023,1,1.99,,0,,8.6
156,堡林,2020-01-10 13:00,7.1,,1.4,20,39,1012.4,1021.3,1,2.12,,8,,12
156,堡林,2020-01-10 14:00,8.7,,1,20,34,1012.4,1021.2,1,1.85,,4,,13.3
156,堡林,2020-01-10 15:00,9.6,,2.6,250,35,1012.9,1021.7,1,1.71,,0,,13.1
156,堡林,2020-01-10 16:00,8.3,,1.8,250,41,1012.7,1021.6,1,1.18,,2,,9.4
156,堡林,2020-01-10 17:00,6.7,,1,250,36,1013.2,1022.1,1,.53,,3,,4.4
156,堡林,2020-01-10 18:00,4.7,,1,270,42,1013.1,1022.1,0,.1,,6,,1.6
156,堡林,2020-01-10 19:00,3.6,,1.4,50,49,1013.2,1022.2,,,,6,,.3
156,堡林,2020-01-10 20:00,3.1,,1.9,50,51,1013.2,1022.3,,,,5,,-.3
156,堡林,2020-01-10 21:00,2.1,,1.4,50,58,1013,1022.1,,,,7,,-1
156,堡林,2020-01-10 22:00,2,,2,20,59,1013,1022.1,,,,7,,-1.1
156,堡林,2020-01-10 23:00,1.7,,1.7,20,60,1013,1022.1,,,,8,,0
156,堡林,2020-01-11 00:00,1.6,,.6,50,63,1013.1,1022.2,,,,8,,.1
156,堡林,2020-01-11 01:00,1.6,,1.5,50,66,1012.7,1021.8,,,,9,,.1
156,堡林,2020-01-11 02:00,1.5,,2.8,50,64,1012.5,1021.6,,,,10,,0
156,堡林,2020-01-11 03:00,1.3,,2.1,20,67,1012.6,1021.7,,,,6,,-.1
156,堡林,2020-01-11 04:00,.4,,.3,0,73,1012.7,1021.9,,,,7,,-.7
156,堡林,2020-01-11 05:00,.3,,.2,0,72,1012.5,1021.7,,,,6,,-1.2
156,堡林,2020-01-11 06:00,.2,,1.4,50,71,1012.3,1021.5,,,,3,,-1.7
156,堡林,2020-01-11 07:00,.5,,1.5,50,70,1012.3,1021.5,,,,8,,-1.4
156,堡林,2020-01-11 08:00,1.2,,2.3,50,66,1012.1,1021.2,0,.07,,7,,-1.2
156,堡林,2020-01-11 09:00,.9,,.9,20,76,1012.7,1021.8,0,.23,,7,,-.1
156,堡林,2020-01-11 10:00,2.2,,.6,250,71,1013,1022.1,0,.39,,6,,0
156,堡林,2020-01-11 11:00,5.1,,1,340,58,1012.8,1021.8,.9,1.36,,0,,3.8
156,堡林,2020-01-11 12:00,7.1,,1,340,51,1011.7,1020.6,.8,1.65,,2,,10.2
156,堡林,2020-01-11 13:00,7.6,,1.2,20,48,1010.7,1019.6,1,1.93,,3,,13.3
156,堡林,2020-01-11 14:00,8,,2.2,360,45,1009.5,1018.4,.9,1.65,,1,,12.9
156,堡林,2020-01-11 15:00,7.7,,2.3,360,45,1009.1,1018,1,1.6,,0,,11.3
156,堡林,2020-01-11 16:00,7,,1.6,360,49,1009.2,1018.1,.9,.93,,3,,7.1
156,堡林,2020-01-11 17:00,6,,1.8,290,53,1009.3,1018.2,.8,.45,,2,,4.4
156,堡林,2020-01-11 18:00,5,,2.1,270,55,1009.2,1018.2,0,.09,,6,,2.8
156,堡林,2020-01-11 19:00,4.3,,.9,270,63,1009.8,1018.8,,,,9,,2.4
156,堡林,2020-01-11 20:00,3.8,,2.3,360,63,1010.4,1019.4,,,,10,,1.6
156,堡林,2020-01-11 21:00,3.4,,2.2,20,52,1010.5,1019.5,,,,8,,1.4
156,堡林,2020-01-11 22:00,3.1,,1.4,20,52,1010.7,1019.7,,,,10,,1.5
156,堡林,2020-01-11 23:00,2.9,,2,20,58,1010.4,1019.4,,,,10,,1.4
156,堡林,2020-01-12 00:00,2.8,,2.1,50,60,1010.1,1019.1,,,,9,,1.5
156,堡林,2020-01-12 01:00,2.4,,2.1,50,63,1009.6,1018.7,,,,10,,1.5
156,堡林,2020-01-12 02:00,2.3,,.9,50,64,1009.7,1018.8,,,,10,,1.5
156,堡林,2020-01-12 03:00,2.6,,.8,20,66,1009.6,1018.6,,,,9,,1.4
156,堡林,2020-01-12 04:00,2.6,,.7,20,67,1009.3,1018.3,,,,9,,1.2
156,堡林,2020-01-12 05:00,2.3,,.3,0,69,1008.8,1017.8,,,,8,,.8
156,堡林,2020-01-12 06:00,2.6,,1.2,20,70,1008.8,1017.8,,,,5,,1.5
156,堡林,2020-01-12 07:00,2.6,,.1,0,72,1009.4,1018.4,,,,9,,1.7
