지점,지점명,일시,평균기온(°C),최저기온(°C),최고기온(°C),일강수량(mm),평균 풍속(m/s),평균 상대습도(%),평균 현지기압(hPa),합계 일사량(MJ/m2),평균 전운량(1/10),평균 지면온도(°C)
238,금산,2021-03-24,9.1,-1,18.6,,1.2,56.4,1000.3,,4.3,11.5
238,금산,2021-03-25,11.1,1.4,20.7,,1,59,1000.9,,1,13.7
238,금산,2021-03-26,12.7,1.9,23.2,,.6,51.3,1000.2,,6.4,12.9
238,금산,2021-03-27,10.7,3.8,16.1,18,.8,82.8,990.7,,9.5,9.8
238,금산,2021-03-28,10.7,7.3,16,2.2,2,86.8,984.8,,7.4,11.5
238,금산,2021-03-29,11.3,7.3,17.1,0,1.8,59.1,988.9,,5.1,12.1
238,금산,2021-03-30,10.8,3.5,19,,1,49.8,992.3,,2,13.4
238,금산,2021-03-31,11.9,.4,23.6,,.7,47.9,994.2,,5.4,13.8
238,금산,2021-04-01,13.7,4.8,21.4,,2.2,45.3,998.4,,7.1,14.7
238,금산,2021-04-02,16.9,12,23.3,,1.9,50.9,998.5,,7.5,17.5
238,금산,2021-04-03,15.7,14,18.4,14.3,1,85,991.9,,,15
238,금산,2021-04-04,11.1,7.5,14.3,6.4,1.3,87.3,994.1,,,12.7
238,금산,2021-04-05,9.5,3.9,17.3,,1.1,66.6,1001.4,,3.7,13.8
238,금산,2021-04-06,11.1,2.2,20.3,,1.3,56.9,1000.2,,,13.4
238,금산,2021-04-07,12.1,2.5,21.6,,1.1,54.4,999.3,,2.6,15.3
238,금산,2021-04-08,11.1,3.5,19.2,,1.4,49.6,998.3,,2.1,14.9
238,금산,2021-04-09,10.3,.9,18.9,,1.6,56.6,1004.2,,3.6,15.2
238,금산,2021-04-10,11.3,2.7,19.4,,1,56.8,1009.8,,1.5,16.3
238,금산,2021-04-11,13.4,3.2,23.1,,.9,56.4,1008.6,,2.3,17.6
238,금산,2021-04-12,12.1,9.2,15.9,17.5,1.1,81.8,998.1,,10,12.9
238,금산,2021-04-13,10.7,4.3,16.4,.2,2.4,73.6,993.6,,6.1,14.1
238,금산,2021-04-14,8.4,1.8,15.7,,1.6,52.5,999,,1.6,13.2
238,금산,2021-04-15,9.3,-.7,19.2,,.9,54.6,998.5,,5,13.5
238,금산,2021-04-16,10.9,4.9,16.3,.1,1.4,74.9,996.7,,8.1,10.9
238,금산,2021-04-17,9.4,5.8,15.8,0,2.2,63.1,995.1,,4.3,14.3
238,금산,2021-04-18,10.1,6.1,17.1,,2.3,58.3,996.7,,2.4,15.4
238,금산,2021-04-19,11.4,.4,20.7,,1.4,56.1,998,,.1,16.6
238,금산,2021-04-20,14.6,2.6,25.2,,.9,55.3,1000.6,,4.9,19
238,금산,2021-04-21,18.9,7.5,29.3,,.9,51.3,1001.2,,6.3,22.2
238,금산,2021-04-22,20,13.3,28.4,,1.7,42,998.9,,9.4,21.7
238,금산,2021-04-23,18.7,15.1,23.5,0,2.2,34,998.7,,9.6,19.4
238,금산,2021-04-24,17,11.4,24.8,,1.4,43.3,999.3,,6.9,19.9
238,금산,2021-04-25,15.9,7.1,24.4,,1.3,55,999.1,,1.5,22.9
238,금산,2021-04-26,15.6,7.7,22.6,,1.2,47.3,1000.8,,5.4,23.1
238,금산,2021-04-27,15.6,9.4,21.8,,.9,58,998.2,,9.5,18.4
238,금산,2021-04-28,16.1,11.7,20.8,0,1.3,55.4,996.4,,8.1,19.6
238,금산,2021-04-29,15.7,10.6,20.3,.7,1.8,52,986.2,,7.9,23.4
238,금산,2021-04-30,12.8,9.7,16.3,.1,2.8,67.1,985.3,,7,18.6
238,금산,2021-05-01,9.8,8.5,12.3,2.6,1.8,79.8,986.5,,8,13.7
238,금산,2021-05-02,11.5,7.2,18.3,2.1,1.6,69.9,996.4,,4.4,16.6
238,금산,2021-05-03,13.7,3.7,23.1,,1,65.1,998,,3.9,21.2
238,금산,2021-05-04,16.6,10.1,21.9,4.5,1.8,77.9,989.9,,10,18.3
238,금산,2021-05-05,13.4,5.3,19.4,1.7,2.1,60.4,994,,1,20
238,금산,2021-05-06,13.4,2.3,22.7,,.9,59.8,996.4,,6.5,17.9
238,금산,2021-05-07,13.3,7.9,21.9,4,1.7,66.4,988.3,,4.5,17.6
238,금산,2021-05-08,14.7,3.9,23.4,,2.1,64.1,985.8,,1.1,20.2
238,금산,2021-05-09,14.9,6.5,23.1,,1.5,57,990.6,,1.3,21.9
238,금산,2021-05-10,11,8.2,13,14.2,1,89.4,994.3,,8.6,12.6
238,금산,2021-05-11,14.1,11.4,18.8,17.3,1.3,80.3,994.1,,9.8,15.7
238,금산,2021-05-12,17.9,9.6,25.9,,1.3,61.8,992.3,,1.5,20.6
238,금산,2021-05-13,20.4,11.7,28.6,,.8,71.3,991.8,,3.1,22.7
238,금산,2021-05-14,22.2,14.2,29.9,0,.9,71.9,991.6,,7,23.7
238,금산,2021-05-15,21.9,18.1,27.2,4.1,1.2,86.8,987.1,,9.8,23
238,금산,2021-05-16,21.4,19.6,23,33.2,1,96.1,981.7,,9.8,21.6
238,금산,2021-05-17,16.7,14.9,19.7,3.3,1.4,90,987.1,,8.8,18.6
238,금산,2021-05-18,17.6,14.3,23.6,,.9,79.6,990.8,,6.4,21.2
238,금산,2021-05-19,19,12.7,27.2,,1,70.1,992.1,,6.3,21.6
238,금산,2021-05-20,16,14.6,17.7,7.6,1.3,88.5,985,,9.3,17.6
238,금산,2021-05-21,14.8,13.8,16.4,.6,1.6,88.1,986.8,,9.6,16.3
238,금산,2021-05-22,17.9,11.2,24.8,,1,77.6,991.3,,2,20.9
238,금산,2021-05-23,19.5,12.4,27.4,0,.8,75,991.3,,6.3,21.9
238,금산,2021-05-24,19.4,14.2,24.4,0,1.3,64,988.5,,6.6,22.7
238,금산,2021-05-25,14.7,9.5,21.5,2.1,1.7,69.9,988.4,,4,18.4
238,금산,2021-05-26,16.6,9.1,24,,1.3,61.1,988.8,,9.3,17.3
238,금산,2021-05-27,15.7,10.2,20.7,1.1,1.3,80.1,983.3,,5.6,18.8
238,금산,2021-05-28,14.6,7.6,25.5,51.4,1.6,80.8,982.2,,6.1,16.4
238,금산,2021-05-29,17.5,10.8,23.9,0,1.4,68.3,987.2,,4.5,19.3
238,금산,2021-05-30,19.9,10,28.8,4.5,1,68.4,989.1,,3.1,22.5
238,금산,2021-05-31,19.9,14.9,27,8.4,1.2,72.6,991.6,,6,22.5
238,금산,2021-06-01,20.7,13.8,27.5,,1,70.4,994.4,,5.5,22.8
