date,temp_avg,temp_max,temp_min,rainfall_sum,wind_avg,humidity_avg,ground_temp_avg,cloud_avg,temp_range,price,price_ffill,busan,daegu,gwangju,daejeon,busan_ffill,daegu_ffill,gwangju_ffill,daejeon_ffill,price_lag1,price_lag7,price_ma7,price_ma14,temp_ma7,rainfall_cum7,rainfall_cum14,humidity_ma7,month,dow,is_season
2020-01-14,1.0770833333333334,5.75,-1.75,0.0,1.9541666666666664,55.8125,1.3666666666666667,6.270833333333333,7.5,,,15000.0,12667.0,12250.0,12367.0,15000.0,12667.0,12250.0,12367.0,,15000.0,15000.0,15800.0,2.852380952380952,3.5,50.8,62.88690476190476,1,1,1
2020-01-15,0.46875,4.9,-3.0999999999999996,0.0,1.88125,60.6875,0.0583333333333332,3.0208333333333335,8.0,,,15000.0,16000.0,17500.0,16000.0,15000.0,16000.0,17500.0,16000.0,,15000.0,,15800.0,2.074702380952381,0.0,50.8,60.24404761904761,1,2,1
2020-01-16,0.7291666666666665,7.0,-3.35,0.0,1.1666666666666663,52.16666666666667,0.7208333333333333,7.875,10.35,,,15000.0,15500.0,17500.0,17500.0,15000.0,15500.0,17500.0,17500.0,,,,15250.0,1.6889880952380951,0.0,50.8,59.12202380952381,1,3,1
2020-01-17,2.158333333333333,7.949999999999999,-1.0,0.0,0.8999999999999999,42.229166666666664,2.189583333333333,5.895833333333334,8.95,,,16000.0,16000.0,17500.0,17500.0,16000.0,16000.0,17500.0,17500.0,,,,15000.0,1.768154761904762,0.0,50.8,55.607142857142854,1,4,1
2020-01-18,2.0354166666666664,8.0,-2.5,0.0,1.55,48.41666666666667,0.8041666666666667,2.3125,10.5,,,,,,,16000.0,16000.0,17500.0,17500.0,,,,15000.0,1.6294642857142858,0.0,50.8,53.654761904761905,1,5,1
2020-01-19,2.5541666666666663,7.1,-2.1500000000000004,0.0,1.5,67.58333333333334,1.0,6.333333333333333,9.25,,,,,,,16000.0,16000.0,17500.0,17500.0,,,,15000.0,1.5687499999999999,0.0,50.8,55.06845238095239,1,6,1
2020-01-20,3.98125,6.9,1.95,0.0,2.7083333333333335,57.35416666666667,2.252083333333333,3.7708333333333335,4.95,,,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,16500.0,,,,15000.0,1.8577380952380953,0.0,39.0,54.892857142857146,1,0,1
2020-01-21,2.5583333333333336,8.95,-3.8,0.0,1.7604166666666663,40.4375,1.6270833333333332,1.6875,12.75,,,16500.0,16500.0,17000.0,17000.0,16500.0,16500.0,17000.0,17000.0,,,,15000.0,2.069345238095238,0.0,3.5,52.69642857142857,1,1,1
2020-01-22,3.3354166666666667,4.85,1.8,4.7,0.9416666666666668,73.70833333333333,3.395833333333333,9.354166666666668,3.05,,,17000.0,13067.0,12967.0,12800.0,17000.0,13067.0,12967.0,12800.0,,,,,2.4788690476190474,4.7,4.7,54.55654761904763,1,2,1
2020-01-23,6.770833333333334,10.95,4.1,5.4,0.8520833333333333,89.22916666666666,7.097916666666666,8.708333333333332,6.85,19000.0,19000.0,11933.0,17500.0,17000.0,18000.0,11933.0,17500.0,17000.0,18000.0,,,19000.0,19000.0,3.3419642857142855,10.100000000000001,10.100000000000001,59.851190476190474,1,3,1
2020-01-24,5.920833333333333,12.8,0.65,0.0,0.98125,66.66666666666667,4.9854166666666675,5.791666666666667,12.15,,19000.0,,,,,11933.0,17500.0,17000.0,18000.0,19000.0,,19000.0,19000.0,3.8794642857142856,10.100000000000001,10.100000000000001,63.342261904761905,1,4,1
2020-01-25,6.2979166666666675,10.05,3.3,0.0,0.4125,74.83333333333334,5.795833333333333,9.708333333333332,6.750000000000001,,19000.0,,,,,11933.0,17500.0,17000.0,18000.0,,,19000.0,19000.0,4.488392857142857,10.100000000000001,10.100000000000001,67.11607142857143,1,5,1
2020-01-26,6.96875,10.8,2.4,0.0,1.4,73.20833333333334,6.258333333333333,9.395833333333332,8.4,,19000.0,,,,,11933.0,17500.0,17000.0,18000.0,,,19000.0,19000.0,5.1190476190476195,10.100000000000001,10.100000000000001,67.91964285714286,1,6,1
2020-01-27,5.785416666666666,8.25,4.0,17.55,1.8395833333333336,90.64583333333334,5.86875,9.770833333333332,4.25,,,,,,,,,,,,,19000.0,19000.0,5.376785714285715,27.650000000000002,27.650000000000002,72.67559523809526,1,0,1
